time,seconds_elapsed,x,z,y
1790030126199745300,0.126745361328125,0.569819986820221,0.6129156351089478,0.5961562395095825
1790030126209755000,0.1367548828125,-0.20350714027881622,-0.45489832758903503,0.33039984107017517
1790030126219734300,0.146734375,0.023942016065120697,0.035913024097681046,-0.13407529890537262
1790030126239284200,0.1662841796875,-0.05746084079146385,0.09576806426048279,0.043095629662275314
1790030126249094100,0.17609423828125,-0.009576806798577309,0.06464344263076782,-0.06703764945268631
1790030126258973400,0.185973388671875,-0.035913024097681046,-0.0071826050989329815,-0.1149216815829277
1790030126268983000,0.195983154296875,-0.08140286058187485,0.035913024097681046,-0.181959331035614
1790030126278993000,0.205992919921875,-0.043095629662275314,0.11013327538967133,-0.1149216815829277
1790030126288972000,0.215971923828125,-0.031124621629714966,0.016759412363171577,-0.07182604819536209
1790030126319031800,0.24603173828125,0.043095629662275314,-0.019153613597154617,0.08619125932455063
1790030126349030700,0.27603076171875,-0.038307227194309235,0.019153613597154617,-0.1149216815829277
1790030126359071000,0.286071044921875,-0.06703764945268631,0.10773907601833344,-0.0933738648891449
1790030126369080800,0.296080810546875,0.10295066982507706,0.031124621629714966,0.004788403399288654
1790030126379090400,0.30609033203125,0.009576806798577309,0.026336219161748886,0.1388636976480484
1790030126389100300,0.316100341796875,0.040701430290937424,-0.026336219161748886,0.002394201699644327
1790030126399110100,0.326110107421875,0.090979665517807,-0.033518824726343155,0.035913024097681046
1790030126409089300,0.33608935546875,-0.019153613597154617,-0.08858546614646912,0.14365209639072418
1790030126429139500,0.356139404296875,-0.040701430290937424,-0.12210428714752197,0.2849099934101105
1790030126439118600,0.36611865234375,-0.1149216815829277,-0.028730420395731926,0.22026655077934265
1790030126459138000,0.386137939453125,0.040701430290937424,0.004788403399288654,-0.16998831927776337
1790030126469178400,0.396178466796875,-0.031124621629714966,0.07422025501728058,0
1790030126479188200,0.406188232421875,-0.12210428714752197,-0.009576806798577309,0.05985504388809204
1790030126489197800,0.41619775390625,0.05506663769483566,0.10534487664699554,0.07422025501728058
1790030126499177200,0.42617724609375,0.19632454216480255,0.19632454216480255,0.11013327538967133
1790030126509156400,0.43615625,0.09576806426048279,0.0694318488240242,-0.1867477297782898
1790030126519196700,0.44619677734375,-0.05267243832349777,-0.07422025501728058,-0.22266076505184174
1790030126529176000,0.456176025390625,-0.026336219161748886,-0.24420857429504395,-0.16759411990642548
1790030126559205400,0.486205322265625,0.011971008032560349,-0.033518824726343155,-0.07661445438861847
1790030126569184500,0.4961845703125,-0.06464344263076782,0.15322890877723694,0.0454898327589035
1790030126579224800,0.506224853515625,-0.1173158809542656,0.15083470940589905,0.21787235140800476
1790030126589234400,0.516234375,-0.047884032130241394,0.002394201699644327,0.047884032130241394
1790030126599244300,0.526244384765625,-0.019153613597154617,-0.08379705995321274,-0.06224924325942993
